Name,Odds,FinishPosition,$2WinPay,$2PlacePay,$2ShowPay,ExactaPay,QuinellaPayFieldSize,Track,RaceNum,Date,DistYrds,Surface,TrackCondition,ClassDescriptor,Purse,Weight,BettersToteProb,BettersToteProbRk,BettersToteProbDiff
HUMOROUS CAT,12.7,9,0,0,0,17,0,9,SRP,9,05-30-2016,990,D,FT,S,12500,115,.859,3,-8.739996E-02
CRIMSON MUSIC,54.4,3,0,0,7,17,0,9,SRP,9,05-30-2016,990,D,FT,S,12500,123,.7756,5,-.1708
LARRYSLEGACEE,.7,1,3.4,2.4,2.1,17,0,9,SRP,9,05-30-2016,990,D,FT,S,12500,123,.8366,4,-.1098
GOLDILOCKS PLANET,3.7,1,9.4,6.4,3.6,64.2,0,6,TDN,1,05-27-2016,1210,D,FT,C,9600,118,.838,3,-7.779998E-02
SCORPIOBDANCING,64.2,6,0,0,0,64.2,0,6,TDN,1,05-27-2016,1210,D,FT,C,9600,118,.5477,6,-.3681
SPITTIN' FEATHERS,.9,3,0,0,2.2,64.2,0,6,TDN,1,05-27-2016,1210,D,FT,C,9600,118,.8037,4,-.1121
YOU'VE BEEN PLAYED,8.9,5,0,0,0,64.2,0,6,TDN,1,05-27-2016,1210,D,FT,C,9600,118,.9108,2,-4.999995E-03
TURN THE PAGE,6.6,2,0,5.6,2.8,64.2,0,6,TDN,1,05-27-2016,1210,D,FT,C,9600,118,.9158,1,4.999995E-03
BYE BYE BUNTING,2.8,4,0,0,0,64.2,0,6,TDN,1,05-27-2016,1210,D,FT,C,9600,118,.7988,5,-.117
ECHO FLAT OUT,1.6,1,5.2,2.8,2.6,17.8,0,6,TDN,2,05-27-2016,1760,D,FT,C,9800,118,.7891,5,-.0589
MIGHTY PRIZE,22.7,6,0,0,0,17.8,0,6,TDN,2,05-27-2016,1760,D,FT,C,9800,118,.8082,4,-3.979999E-02
REV SEVEN,2.6,4,0,0,0,17.8,0,6,TDN,2,05-27-2016,1760,D,FT,C,9800,118,.7614,6,-8.660001E-02
NIGHT OUT,9.2,5,0,0,0,17.8,0,6,TDN,2,05-27-2016,1760,D,FT,C,9800,120,.8456,2,-2.399981E-03
BONITA'S GIFT,6,3,0,0,3.4,17.8,0,6,TDN,2,05-27-2016,1760,D,FT,C,9800,118,.8372,3,-.0108
TRAPNALL HALL,2.4,2,0,3.2,2.2,17.8,0,6,TDN,2,05-27-2016,1760,D,FT,C,9800,118,.848,1,2.399981E-03
SWEETALKINGJUSTICE,2,2,0,3,2.1,22.2,0,6,TDN,3,05-27-2016,1760,D,FT,A,30800,118,.7551,6,-.1523
JEWELS FOR MILADY,39.2,5,0,0,0,22.2,0,6,TDN,3,05-27-2016,1760,D,FT,A,30800,118,.8844,2,-.023
LAID BACK LADY,1.9,3,0,0,2.1,22.2,0,6,TDN,3,05-27-2016,1760,D,FT,A,30800,118,.805,4,-.1024
CRUZLINE,4.9,4,0,0,0,22.2,0,6,TDN,3,05-27-2016,1760,D,FT,A,30800,109,.9074,1,.023
SUNNY DAZE,2.1,1,6.2,3,2.2,22.2,0,6,TDN,3,05-27-2016,1760,D,FT,A,30800,114,.7704,5,-.137
MISS SELARA,20.9,6,0,0,0,22.2,0,6,TDN,3,05-27-2016,1760,D,FT,A,30800,118,.8497,3,-5.770004E-02
MY DEVILISH DIVA,16.9,5,0,0,0,13.4,0,7,TDN,4,05-27-2016,1320,D,FT,C,9600,120,.9075,1,.0266
CANTICO,2.6,2,0,3,2.4,13.4,0,7,TDN,4,05-27-2016,1320,D,FT,C,9600,118,.7747,6,-.1328
OFFICER AND A LADY,59.1,3,0,0,6.2,13.4,0,7,TDN,4,05-27-2016,1320,D,FT,C,9600,118,.4688,7,-.4387
TWISTED DECISION,9.6,4,0,0,0,13.4,0,7,TDN,4,05-27-2016,1320,D,FT,C,9600,122,.8809,2,-.0266
NOCTURNAL Q,5.1,6,0,0,0,13.4,0,7,TDN,4,05-27-2016,1320,D,FT,C,9600,122,.8235,3,-8.400005E-02
IM ALL BUSINESS,4.5,7,0,0,0,13.4,0,7,TDN,4,05-27-2016,1320,D,FT,C,9600,120,.8091,4,-9.840006E-02
MOON BABY,1.3,1,4.6,2.8,2.2,13.4,0,7,TDN,4,05-27-2016,1320,D,FT,C,9600,122,.788,5,-.1195
CRAZY WILD BESS,2.8,4,0,0,0,11.8,0,8,TDN,5,05-27-2016,1320,D,FT,C,10200,118,.7836,6,-.1732
ONE HOT SPRING,45.9,5,0,0,0,11.8,0,8,TDN,5,05-27-2016,1320,D,FT,C,10200,118,.9568,1,4.939997E-02
EXPRESS STREET,62.8,7,0,0,0,11.8,0,8,TDN,5,05-27-2016,1320,D,FT,C,10200,118,.5295,8,-.4273
ISTRUE,.7,1,3.4,2.2,2.1,11.8,0,8,TDN,5,05-27-2016,1320,D,FT,C,10200,118,.8247,4,-.1321
NUMBER ONE CHOICE,2.8,8,0,0,0,11.8,0,8,TDN,5,05-27-2016,1320,D,FT,C,10200,118,.7695,7,-.1873
EILDON HALL,7.7,3,0,0,3.2,11.8,0,8,TDN,5,05-27-2016,1320,D,FT,C,10200,118,.9074,2,-4.939997E-02
CRAZY GIULIA,23.4,6,0,0,0,11.8,0,8,TDN,5,05-27-2016,1320,D,FT,C,10200,118,.8028,5,-.154
LA GRAN EMILY,4.4,2,0,3.6,2.8,11.8,0,8,TDN,5,05-27-2016,1320,D,FT,C,10200,115,.8516,3,-.1052
ELECTRIC ALPHABET,13.2,5,0,0,0,45.2,0,7,TDN,6,05-27-2016,1760,D,FT,C,9600,120,.8335,4,-3.499997E-02
OFFSHORE FANTASY,24.1,4,0,0,0,45.2,0,7,TDN,6,05-27-2016,1760,D,FT,C,9600,122,.8685,1,1.169997E-02
CAT 'N FIDDLE,39.8,6,0,0,0,45.2,0,7,TDN,6,05-27-2016,1760,D,FT,C,9600,113,.8568,2,-1.169997E-02
NEVER ON TIME,1.3,2,0,3.6,2.8,45.2,0,7,TDN,6,05-27-2016,1760,D,FT,C,9600,118,.7912,7,-7.730001E-02
MR. HANDSOME,5,3,0,0,2.4,45.2,0,7,TDN,6,05-27-2016,1760,D,FT,C,9600,118,.798,6,-7.050002E-02
VIGILANTE LAW,5.4,1,12.8,5.6,3.4,45.2,0,7,TDN,6,05-27-2016,1760,D,FT,C,9600,118,.8563,3,-.0122
BORSEGGIATORE,1.9,7,0,0,0,45.2,0,7,TDN,6,05-27-2016,1760,D,FT,C,9600,118,.8294,5,-3.909999E-02
HELLUVA NOTION,7.2,2,0,13,3,83.2,0,7,TDN,7,05-27-2016,1210,D,FT,CO,23000,122,.893,3,-5.900002E-02
STORM ON BYE,10.4,5,0,0,0,83.2,0,7,TDN,7,05-27-2016,1210,D,FT,CO,23000,122,.8368,6,-.1152
AFTERNOON PRAYER,73.6,6,0,0,0,83.2,0,7,TDN,7,05-27-2016,1210,D,FT,CO,23000,122,.5819,7,-.3701
DESERT VALLEY,.4,3,0,0,2.1,83.2,0,7,TDN,7,05-27-2016,1210,D,FT,CO,23000,122,.86,4,-9.200001E-02
MUMMERS PARADE,39,7,0,0,0,83.2,0,7,TDN,7,05-27-2016,1210,D,FT,CO,23000,122,.952,1,3.710002E-02
SUNLIT CITY,4.9,4,0,0,0,83.2,0,7,TDN,7,05-27-2016,1210,D,FT,CO,23000,122,.8472,5,-.1048
ONCE MORE FOR LOVE,7.9,1,17.8,13.6,3.2,83.2,0,7,TDN,7,05-27-2016,1210,D,FT,CO,23000,122,.9149,2,-3.710002E-02
NOTIONAL KING,8.3,4,0,0,0,17.6,0,7,TDN,8,05-27-2016,1320,D,FT,C,9400,118,.8379,4,-3.560001E-02
THANK YOU FOR ME,1.6,5,0,0,0,17.6,0,7,TDN,8,05-27-2016,1320,D,FT,C,9400,118,.7842,6,-8.929998E-02
OCTIBBEHA WARRIOR,68.5,3,0,0,8.2,17.6,0,7,TDN,8,05-27-2016,1320,D,FT,C,9400,118,.5421,7,-.3314
MR. ELKHORN,7.2,2,0,4.6,4.2,17.6,0,7,TDN,8,05-27-2016,1320,D,FT,C,9400,120,.8692,2,-4.299998E-03
TOTAL POSSE,1.1,1,4.2,2.8,2.8,17.6,0,7,TDN,8,05-27-2016,1320,D,FT,C,9400,118,.8369,5,-3.659999E-02
EVERYONE ELSE,10.6,7,0,0,0,17.6,0,7,TDN,8,05-27-2016,1320,D,FT,C,9400,118,.8735,1,4.299998E-03
MICKEY'S TRUE GOLD,22.6,6,0,0,0,17.6,0,7,TDN,8,05-27-2016,1320,D,FT,C,9400,118,.8402,3,-3.329998E-02
STOWE,50.5,4,0,0,0,15.2,0,7,TDN,1,05-28-2016,1320,D,FT,C,9800,118,.994,1,8.950001E-02
QUIP TRIP,3.9,2,0,3.6,2.6,15.2,0,7,TDN,1,05-28-2016,1320,D,FT,C,9800,118,.9045,2,-8.950001E-02
PRINCE HARLAN,7.3,3,0,0,2.8,15.2,0,7,TDN,1,05-28-2016,1320,D,FT,C,9800,118,.8665,3,-.1275
VALIENTE CORAZON,25.1,5,0,0,0,15.2,0,7,TDN,1,05-28-2016,1320,D,FT,C,9800,118,.6838,7,-.3102
PEACH SCHNAPPS,4.3,7,0,0,0,15.2,0,7,TDN,1,05-28-2016,1320,D,FT,C,9800,118,.8326,5,-.1614
LOOCH'S ONLY SON,13,6,0,0,0,15.2,0,7,TDN,1,05-28-2016,1320,D,FT,C,9800,118,.8344,4,-.1596
TACTICAL MOMENT,.7,1,3.4,2.4,2.1,15.2,0,7,TDN,1,05-28-2016,1320,D,FT,C,9800,118,.8257,6,-.1683
LOVE THE MINISTER,2.3,2,0,5,2.4,74.6,0,7,TDN,2,05-28-2016,1800,D,FT,C,9000,122,.8161,5,-.1156
SUMMERS HONOUR,33.7,7,0,0,0,74.6,0,7,TDN,2,05-28-2016,1800,D,FT,C,9000,122,.7287,7,-.203
NEED TO KNOW,6.7,6,0,0,0,74.6,0,7,TDN,2,05-28-2016,1800,D,FT,C,9000,122,.9317,1,4.280001E-02
SOUTHERN VALENTINE,10.6,4,0,0,0,74.6,0,7,TDN,2,05-28-2016,1800,D,FT,C,9000,122,.8584,4,-.0733
LONNIE BELL,23.9,5,0,0,0,74.6,0,7,TDN,2,05-28-2016,1800,D,FT,C,9000,122,.8889,2,-4.280001E-02
PEAKABOO BRIDE,1,3,0,0,2.1,74.6,0,7,TDN,2,05-28-2016,1800,D,FT,C,9000,122,.797,6,-.1347
SEDUCCION,5.3,1,12.6,4.4,2.6,74.6,0,7,TDN,2,05-28-2016,1800,D,FT,C,9000,122,.8833,3,-4.839998E-02
TEPU WAR,2,1,6,3,2.4,14,0,6,TDN,3,05-28-2016,1100,D,FT,C,9800,118,.768,5,-.1865
I BELIEVE I CAN,26.5,3,0,0,4.6,14,0,6,TDN,3,05-28-2016,1100,D,FT,C,9800,118,.7398,6,-.2147
INSPECTOR LEWIS,7.6,6,0,0,0,14,0,6,TDN,3,05-28-2016,1100,D,FT,C,9800,118,.9116,2,-4.290003E-02
HUMMED,17.9,5,0,0,0,14,0,6,TDN,3,05-28-2016,1100,D,FT,C,9800,118,.9545,1,4.290003E-02
ALPHA WOLF,10.4,4,0,0,0,14,0,6,TDN,3,05-28-2016,1100,D,FT,C,9800,118,.8459,3,-.1086
I'M A BIG HITTER,.6,2,0,2.2,2.1,14,0,6,TDN,3,05-28-2016,1100,D,FT,C,9800,118,.7816,4,-.1729
ENGLISH POUND,4.1,5,0,0,0,24,0,8,TDN,4,05-28-2016,1830,D,FT,R,14500,118,.7997,6,-7.229996E-02
REASON TO BE PROUD,1.7,2,0,4,2.8,24,0,8,TDN,4,05-28-2016,1830,D,FT,R,14500,118,.8073,5,-6.470001E-02
AVGOLEMONO,32.5,6,0,0,0,24,0,8,TDN,4,05-28-2016,1830,D,FT,R,14500,118,.7169,7,-.1551
M G JUNIOR,10.8,4,0,0,0,24,0,8,TDN,4,05-28-2016,1830,D,FT,R,14500,118,.872,1,1.529998E-02
FARLEYS MANDATE,31.8,7,0,0,0,24,0,8,TDN,4,05-28-2016,1830,D,FT,R,14500,118,.7118,8,-.1602
FLATTERMEJIM,9,8,0,0,0,24,0,8,TDN,4,05-28-2016,1830,D,FT,R,14500,118,.835,3,-.037
NICE SHOT,4.9,3,0,0,3.6,24,0,8,TDN,4,05-28-2016,1830,D,FT,R,14500,118,.8567,2,-1.529998E-02
RAGTIME,3,1,8,3.4,2.6,24,0,8,TDN,4,05-28-2016,1830,D,FT,R,14500,118,.8092,4,-6.279999E-02
LOOKOUTBOYS,5.7,6,0,0,0,7.4,0,6,TDN,5,05-28-2016,1830,D,FT,A,23000,118,.9099,1,.0169
OUR EYE CANDY,11.3,3,0,0,3.2,7.4,0,6,TDN,5,05-28-2016,1830,D,FT,A,23000,118,.893,2,-.0169
DENIRO'S SAINT,.8,2,0,2.8,2.1,7.4,0,6,TDN,5,05-28-2016,1830,D,FT,A,23000,122,.7562,5,-.1537
DORTHYS BLITZ,19.2,5,0,0,0,7.4,0,6,TDN,5,05-28-2016,1830,D,FT,A,23000,122,.7353,6,-.1746
MORANT BAY,1.4,1,4.8,2.1,2.2,7.4,0,6,TDN,5,05-28-2016,1830,D,FT,A,23000,118,.8148,4,-9.509999E-02
SKY CREW,1.4,4,4.8,2.1,2.2,7.4,0,6,TDN,5,05-28-2016,1830,D,FT,A,23000,118,.8218,3,-8.810002E-02
THE GREEN COUGAR,2.9,5,0,0,0,41.4,0,6,TDN,6,05-28-2016,1320,D,FT,C,9600,118,.8015,5,-.17
CUTE BOY,2.4,4,0,0,0,41.4,0,6,TDN,6,05-28-2016,1320,D,FT,C,9600,122,.8626,2,-.1089
BRYNDIES JEWEL,9.1,3,0,0,6.2,41.4,0,6,TDN,6,05-28-2016,1320,D,FT,C,9600,118,.8454,4,-.1261
COMPULSIVE,2.1,1,6.2,3.8,2.8,41.4,0,6,TDN,6,05-28-2016,1320,D,FT,C,9600,118,.7676,6,-.2039
JESSETHEMARINE,4.3,2,0,4,4.2,41.4,0,6,TDN,6,05-28-2016,1320,D,FT,C,9600,118,.8512,3,-.1203
ONTHEEDGEOFGLORY,11.8,6,0,0,0,41.4,0,6,TDN,6,05-28-2016,1320,D,FT,C,9600,118,.9715,1,.1089
QUIET TRIBUTE,37.6,6,0,0,0,6.4,0,7,TDN,7,05-28-2016,1320,D,FT,A,30800,118,.8415,3,-.0711
LEGEND OF TUTU,16.8,5,0,0,0,6.4,0,7,TDN,7,05-28-2016,1320,D,FT,A,30800,118,.8989,2,-1.370001E-02
FLASHY G,4,2,0,2.4,2.2,6.4,0,7,TDN,7,05-28-2016,1320,D,FT,A,30800,115,.7925,6,-.1201
IBELIEVEINMIRACLES,28.8,4,0,0,0,6.4,0,7,TDN,7,05-28-2016,1320,D,FT,A,30800,115,.8106,5,-.102
PROPER DISCRETION,.2,1,2.4,2.1,2.1,6.4,0,7,TDN,7,05-28-2016,1320,D,FT,A,30800,115,.8129,4,-9.969997E-02
STRIKING LASS,11.4,3,0,0,2.4,6.4,0,7,TDN,7,05-28-2016,1320,D,FT,A,30800,118,.9126,1,1.370001E-02
MOON PRINCESS,60.9,7,0,0,0,6.4,0,7,TDN,7,05-28-2016,1320,D,FT,A,30800,118,.5323,7,-.3803
EYE AIN'T NO ANGEL,64.6,10,0,0,0,15.4,0,10,TDN,8,05-28-2016,1320,D,FT,S,29000,119,.5117,10,-.4109
RACHELSSILVERCHARM,3.3,1,8.6,3,2.2,15.4,0,10,TDN,8,05-28-2016,1320,D,FT,S,29000,119,.8587,2,-6.389999E-02
SOMETHIN SOMETHIN,73,7,0,0,0,15.4,0,10,TDN,8,05-28-2016,1320,D,FT,S,29000,122,.5994,8,-.3232
RIO BO,29.7,8,0,0,0,15.4,0,10,TDN,8,05-28-2016,1320,D,FT,S,29000,114,.7368,7,-.1858
THAT TICKLES,139.8,9,0,0,0,15.4,0,10,TDN,8,05-28-2016,1320,D,FT,S,29000,119,.5491,9,-.3735
HELLO IRVING,.4,4,0,2.1,2.1,15.4,0,10,TDN,8,05-28-2016,1320,D,FT,S,29000,122,.835,6,-8.759999E-02
GRADUATEWITHHONORS,.4,2,0,2.1,2.1,15.4,0,10,TDN,8,05-28-2016,1320,D,FT,S,29000,119,.852,3,-7.059997E-02
PARRY O PESSIMIST,8.4,6,0,0,0,15.4,0,10,TDN,8,05-28-2016,1320,D,FT,S,29000,119,.8516,4,-7.099998E-02
ANSWER QUIETLY,23.8,5,0,0,0,15.4,0,10,TDN,8,05-28-2016,1320,D,FT,S,29000,119,.9226,1,6.389999E-02
QUEEN CACTUS,10.1,3,0,0,2.4,15.4,0,10,TDN,8,05-28-2016,1320,D,FT,S,29000,122,.8492,5,-7.339996E-02
CATAFIRE,1.8,1,5.6,3.4,2.2,28,0,6,TDN,1,05-30-2016,1210,D,FT,C,9000,122,.7759,5,-.1119
DELLA DIAMANTE,51.8,6,0,0,0,28,0,6,TDN,1,05-30-2016,1210,D,FT,C,9000,122,.7022,6,-.1856
MAID OF DISHONOR,9.8,5,0,0,0,28,0,6,TDN,1,05-30-2016,1210,D,FT,C,9000,122,.8878,1,1.479995E-02
HERES HOPE,5.5,2,0,6.4,2.2,28,0,6,TDN,1,05-30-2016,1210,D,FT,C,9000,122,.873,2,-1.479995E-02
MY DEAR DESERT,4,4,0,0,0,28,0,6,TDN,1,05-30-2016,1210,D,FT,C,9000,122,.7995,4,-8.829999E-02
I WISH,1.4,3,0,0,2.1,28,0,6,TDN,1,05-30-2016,1210,D,FT,C,9000,122,.8369,3,-5.089998E-02
JOHN N ROSEY'S BOY,33.1,5,0,0,0,21,0,7,TDN,2,05-30-2016,1210,D,FT,M,9000,122,.7638,7,-.079
AZKABAN,4,6,0,0,0,21,0,7,TDN,2,05-30-2016,1210,D,FT,M,9000,119,.779,6,-6.380004E-02
IF I,2.8,2,0,4.4,2.8,21,0,7,TDN,2,05-30-2016,1210,D,FT,M,9000,122,.7874,5,-5.540001E-02
DOOR OF HOPE,2.3,1,6.6,3.6,2.2,21,0,7,TDN,2,05-30-2016,1210,D,FT,M,9000,122,.8428,1,2.380002E-02
SPRING DAY,4.5,7,0,0,2.2,21,0,7,TDN,2,05-30-2016,1210,D,FT,M,9000,122,.8124,3,-3.040004E-02
TAKE OFF TO MAUI,2.8,4,0,0,0,21,0,7,TDN,2,05-30-2016,1210,D,FT,M,9000,114,.8064,4,-3.640002E-02
EQUAL REASON,4.5,3,0,0,2.2,21,0,7,TDN,2,05-30-2016,1210,D,FT,M,9000,122,.819,2,-2.380002E-02
MOCHIMA,5.5,3,0,0,3.4,12.8,0,6,TDN,3,05-30-2016,1210,D,FT,A,23000,118,.8938,2,-4.319996E-02
FENIX ON FIRE,17.3,5,0,0,0,12.8,0,6,TDN,3,05-30-2016,1210,D,FT,A,23000,115,.937,1,4.319996E-02
I FLY FIRST CLASS,15.9,6,0,0,0,12.8,0,6,TDN,3,05-30-2016,1210,D,FT,A,23000,118,.8704,3,-6.659997E-02
SOMETHING NICE,9.2,4,0,0,0,12.8,0,6,TDN,3,05-30-2016,1210,D,FT,A,23000,118,.8507,4,-8.629996E-02
COME TO MISCHIEF,1.3,2,0,2.4,2.4,12.8,0,6,TDN,3,05-30-2016,1210,D,FT,A,23000,115,.7836,6,-.1534
LUCKYALLMYLIFE,1.3,1,4.6,2.6,2.1,12.8,0,6,TDN,3,05-30-2016,1210,D,FT,A,23000,119,.7884,5,-.1486
DANGER INTENTION,4.9,5,0,0,0,29.6,0,5,TDN,4,05-30-2016,1830,D,FT,C,13500,118,.8679,3,-1.959997E-02
CITIZEN JOHN,2.5,1,7,4.4,0,29.6,0,5,TDN,4,05-30-2016,1830,D,FT,C,13500,118,.7364,5,-.1511
PEARL OF WISDOM,4.9,4,0,0,0,29.6,0,5,TDN,4,05-30-2016,1830,D,FT,C,13500,118,.8708,2,-1.669997E-02
HIDDEN BROOK,1.5,3,0,0,0,29.6,0,5,TDN,4,05-30-2016,1830,D,FT,C,13500,120,.8083,4,-7.919997E-02
COTEAU D'ORO,3.8,2,0,5.2,0,29.6,0,5,TDN,4,05-30-2016,1830,D,FT,C,13500,120,.8875,1,1.669997E-02
COLONY CLASSIC,5.4,1,12.8,7.2,5.4,108.4,0,9,TDN,5,05-30-2016,1760,D,FT,C,11800,118,.873,1,4.200041E-03
SO RUSTON,59.2,8,0,0,0,108.4,0,9,TDN,5,05-30-2016,1760,D,FT,C,11800,118,.4756,9,-.3974
COYOTE MOON,7,3,0,0,4.8,108.4,0,9,TDN,5,05-30-2016,1760,D,FT,C,11800,118,.8224,5,-5.060005E-02
WEDDED PRINCE,22.4,6,0,0,0,108.4,0,9,TDN,5,05-30-2016,1760,D,FT,C,11800,118,.8026,8,-.0704
MISTERBULLTOYOU,3.9,9,0,0,0,108.4,0,9,TDN,5,05-30-2016,1760,D,FT,C,11800,118,.8688,2,-4.200041E-03
HOT HEAD,4.8,5,0,0,0,108.4,0,9,TDN,5,05-30-2016,1760,D,FT,C,11800,118,.8596,3,-1.340002E-02
WHYALWAYSME,4.7,2,0,7,5.2,108.4,0,9,TDN,5,05-30-2016,1760,D,FT,C,11800,118,.8208,6,-5.220002E-02
EVEN ECHO,9.2,7,0,0,0,108.4,0,9,TDN,5,05-30-2016,1760,D,FT,C,11800,118,.8262,4,-4.680002E-02
GLOBAL SLOWDOWN,3.1,4,0,0,0,108.4,0,9,TDN,5,05-30-2016,1760,D,FT,C,11800,118,.82,7,-5.300003E-02
MAGNUM MILLS,13.9,9,0,0,0,8.8,0,9,TDN,6,05-30-2016,1320,D,FT,A,30800,115,.9238,1,4.250002E-02
SUNS REFLECTION,61.1,8,0,0,0,8.8,0,9,TDN,6,05-30-2016,1320,D,FT,A,30800,118,.503,8,-.4208
LUKEYONTHELOOSE,8.5,4,0,0,0,8.8,0,9,TDN,6,05-30-2016,1320,D,FT,A,30800,115,.8588,3,-.065
MO DONT NO,.4,1,2.8,2.4,2.1,8.8,0,9,TDN,6,05-30-2016,1320,D,FT,A,30800,119,.8313,5,-9.249997E-02
MANTUA RED,86.9,5,0,0,0,8.8,0,9,TDN,6,05-30-2016,1320,D,FT,A,30800,118,.334,9,-.5898
HONOR ROLL,4.3,2,0,4,2.6,8.8,0,9,TDN,6,05-30-2016,1320,D,FT,A,30800,117,.8454,4,-7.840002E-02
SPARK OF THE YEAR,12.9,3,0,0,3.2,8.8,0,9,TDN,6,05-30-2016,1320,D,FT,A,30800,118,.8813,2,-4.250002E-02
PARK AVE,54.1,6,0,0,0,8.8,0,9,TDN,6,05-30-2016,1320,D,FT,A,30800,118,.7604,7,-.1634
AWESOME ARTIE,28.7,7,0,0,0,8.8,0,9,TDN,6,05-30-2016,1320,D,FT,A,30800,118,.7722,6,-.1516
GOT GRIT,12.2,5,0,0,0,48,0,9,TDN,7,05-30-2016,1210,D,FT,CO,23000,122,.8316,5,-6.349999E-02
OUTBACKER,9.6,2,0,6,6.4,48,0,9,TDN,7,05-30-2016,1210,D,FT,CO,23000,122,.8671,2,-.028
RUNNIN FUN,54.8,7,0,0,0,48,0,9,TDN,7,05-30-2016,1210,D,FT,CO,23000,122,.7421,8,-.153
OFFLEE SINISTER,4.9,3,0,0,5,48,0,9,TDN,7,05-30-2016,1210,D,FT,CO,23000,122,.8408,4,-5.430001E-02
MOVING STYLE,2.6,1,7.2,2.6,2.6,48,0,9,TDN,7,05-30-2016,1210,D,FT,CO,23000,122,.7639,6,-.1312
DOUBLY DISTINCT,19.3,4,0,0,0,48,0,9,TDN,7,05-30-2016,1210,D,FT,CO,23000,122,.7207,9,-.1744
BELLAMY JONES,1.6,8,0,0,0,48,0,9,TDN,7,05-30-2016,1210,D,FT,CO,23000,122,.7626,7,-.1325
PROPER TOUCH,10.7,9,0,0,0,48,0,9,TDN,7,05-30-2016,1210,D,FT,CO,23000,122,.8951,1,.028
HANDSUP MONEYDOWN,11,6,0,0,0,48,0,9,TDN,7,05-30-2016,1210,D,FT,CO,23000,122,.858,3,-3.710002E-02
BIG RED BROWN,15.3,5,0,0,0,146.4,0,9,TDN,8,05-30-2016,1320,D,FT,C,10200,118,.8395,5,-7.929999E-02
DOWNTOWN KID,89,4,0,0,0,146.4,0,9,TDN,8,05-30-2016,1320,D,FT,C,10200,118,.342,9,-.5768
ELLZEY'S RALLY,7.1,7,0,0,0,146.4,0,9,TDN,8,05-30-2016,1320,D,FT,C,10200,120,.8473,4,-.0715
CORPORAL CREW USMC,7.4,2,0,5.4,4.6,146.4,0,9,TDN,8,05-30-2016,1320,D,FT,C,10200,118,.877,3,-4.180002E-02
SIN CITY WEEKEND,.9,6,0,0,0,146.4,0,9,TDN,8,05-30-2016,1320,D,FT,C,10200,118,.7847,7,-.1341
LEATHERS SLAPPIN,10.2,1,22.4,9.4,5.6,146.4,0,9,TDN,8,05-30-2016,1320,D,FT,C,10200,118,.8366,6,-8.219999E-02
COURAGEOUS LINC,53.5,8,0,0,0,146.4,0,9,TDN,8,05-30-2016,1320,D,FT,C,10200,118,.7358,8,-.183
REBEL ROAD,5.7,3,0,0,3.2,146.4,0,9,TDN,8,05-30-2016,1320,D,FT,C,10200,118,.8824,2,-3.640002E-02
RATTLESNAKE HOLLER,6.8,9,0,0,0,146.4,0,9,TDN,8,05-30-2016,1320,D,FT,C,10200,118,.9188,1,3.640002E-02
VICTORIA RULES,7.7,4,0,0,0,80.9,0,6,WOX,1,05-27-2016,1870,D,FT,M,25400,123,.9179,2,-3.099978E-03
STAR VIXEN,17.3,2,0,12,4.2,80.9,0,6,WOX,1,05-27-2016,1870,D,FT,M,25400,121,.807,4,-.114
DIBS,2.7,1,7.4,3.9,2.7,80.9,0,6,WOX,1,05-27-2016,1870,D,FT,M,25400,118,.7803,6,-.1407
MEGALIN CANDY,5.65,5,0,0,0,80.9,0,6,WOX,1,05-27-2016,1870,D,FT,M,25400,118,.921,1,3.099978E-03
GLORIOUS,3.6,6,0,0,0,80.9,0,6,WOX,1,05-27-2016,1870,D,FT,M,25400,118,.8372,3,-8.380002E-02
VOW TO ROMANCE,1.65,3,0,0,2.5,80.9,0,6,WOX,1,05-27-2016,1870,D,FT,M,25400,118,.795,5,-.126
WHY TIE THE KNOT,9.9,5,0,0,0,59.8,0,7,WOX,2,05-27-2016,1100,D,FT,C,22000,119,.933,1,2.250004E-02
BUONGIORNO JOHNNY,5.5,1,13,5.2,3.4,59.8,0,7,WOX,2,05-27-2016,1100,D,FT,C,22000,121,.8743,3,-5.870003E-02
HOMBRE NATURAL,9.75,4,0,0,0,59.8,0,7,WOX,2,05-27-2016,1100,D,FT,C,22000,121,.9105,2,-2.250004E-02
DR. HARKNESS,8.55,6,0,0,0,59.8,0,7,WOX,2,05-27-2016,1100,D,FT,C,22000,121,.8576,4,-7.540005E-02
THREE RING CIRCUS,2.85,2,0,3.7,2.8,59.8,0,7,WOX,2,05-27-2016,1100,D,FT,C,22000,121,.8197,6,-.1133
DIXIE TROOP,38.7,7,0,0,0,59.8,0,7,WOX,2,05-27-2016,1100,D,FT,C,22000,121,.8416,5,-9.140003E-02
EXECUTIVE FIVE,1.2,3,0,0,2.2,59.8,0,7,WOX,2,05-27-2016,1100,D,FT,C,22000,121,.7403,7,-.1927
JEFFREYS GIRL,1.5,8,0,0,0,28.5,0,8,WOX,3,05-27-2016,1870,D,FT,C,20000,119,.8038,4,-.1002
WILDA,51.7,3,0,0,12.8,28.5,0,8,WOX,3,05-27-2016,1870,D,FT,C,20000,114,.6746,8,-.2294
CHARLOTTE'S QUEST,10.65,6,0,0,0,28.5,0,8,WOX,3,05-27-2016,1870,D,FT,C,20000,119,.904,1,.0079
MYSTIC DELIGHT,3.35,1,8.7,4.2,4.1,28.5,0,8,WOX,3,05-27-2016,1870,D,FT,C,20000,119,.8961,2,-.0079
